Timestamp,Channel,CPU,Event type,Contents,TID,Prio,PID,Source
09:32:47.853 021 303,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 021 451,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 021 652,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 021 793,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 021 983,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 022 130,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 022 344,kernel_3,3,syscall_entry_mmap,"addr=0x0, len=1513, prot=1, flags=1, fd=4, offset=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 023 674,kernel_3,3,syscall_exit_mmap,"ret=0x7faf9d7ae000, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 053 883,kernel_3,3,syscall_entry_munmap,"addr=140392238080000, len=1513, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 055 666,kernel_3,3,syscall_exit_munmap,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 056 261,kernel_3,3,syscall_entry_close,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 056 573,kernel_3,3,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 065 013,kernel_3,3,syscall_entry_newlstat,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/cpu_freq.php, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 066 844,kernel_3,3,syscall_exit_newlstat,"ret=0, statbuf=140723440902384, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 068 071,kernel_3,3,syscall_entry_open,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/cpu_freq.php, flags=0, mode=438, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 070 178,kernel_3,3,syscall_exit_open,"ret=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 070 574,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 070 764,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 071 148,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 071 294,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 071 502,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 071 646,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 071 813,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 071 958,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 072 169,kernel_3,3,syscall_entry_mmap,"addr=0x0, len=3970, prot=1, flags=1, fd=4, offset=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 073 422,kernel_3,3,syscall_exit_mmap,"ret=0x7faf9d7ae000, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 172 942,kernel_3,3,syscall_entry_munmap,"addr=140392238080000, len=3970, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 174 973,kernel_3,3,syscall_exit_munmap,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 175 469,kernel_3,3,syscall_entry_close,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 175 780,kernel_3,3,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 184 244,kernel_3,3,syscall_entry_newlstat,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/cpu_power.php, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 186 087,kernel_3,3,syscall_exit_newlstat,"ret=0, statbuf=140723440902384, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 187 328,kernel_3,3,syscall_entry_open,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/cpu_power.php, flags=0, mode=438, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 189 693,kernel_3,3,syscall_exit_open,"ret=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 190 163,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 190 370,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 190 810,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 190 960,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 191 174,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 191 323,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 191 491,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 191 640,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 191 849,kernel_3,3,syscall_entry_mmap,"addr=0x0, len=1812, prot=1, flags=1, fd=4, offset=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 193 186,kernel_3,3,syscall_exit_mmap,"ret=0x7faf9d7ae000, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 223 515,kernel_3,3,syscall_entry_munmap,"addr=140392238080000, len=1812, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 225 399,kernel_3,3,syscall_exit_munmap,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 225 846,kernel_3,3,syscall_entry_close,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 226 123,kernel_3,3,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 233 941,kernel_3,3,syscall_entry_newlstat,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/cpu_temp.php, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 235 634,kernel_3,3,syscall_exit_newlstat,"ret=0, statbuf=140723440902384, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 236 846,kernel_3,3,syscall_entry_open,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/cpu_temp.php, flags=0, mode=438, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 238 959,kernel_3,3,syscall_exit_open,"ret=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 239 340,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 239 525,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 239 917,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 240 058,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 240 273,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 240 411,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 240 576,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 240 722,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 240 930,kernel_3,3,syscall_entry_mmap,"addr=0x0, len=3303, prot=1, flags=1, fd=4, offset=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 242 257,kernel_3,3,syscall_exit_mmap,"ret=0x7faf9d7ae000, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 316 800,kernel_3,3,syscall_entry_munmap,"addr=140392238080000, len=3303, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 318 722,kernel_3,3,syscall_exit_munmap,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 319 288,kernel_3,3,syscall_entry_close,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 319 560,kernel_3,3,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 327 277,kernel_3,3,syscall_entry_newlstat,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/cpu_usage.php, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 329 047,kernel_3,3,syscall_exit_newlstat,"ret=0, statbuf=140723440902384, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 330 327,kernel_3,3,syscall_entry_open,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/cpu_usage.php, flags=0, mode=438, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 332 470,kernel_3,3,syscall_exit_open,"ret=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 332 874,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 333 057,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 333 459,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 333 585,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 333 792,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 333 919,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 334 085,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 334 218,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 334 432,kernel_3,3,syscall_entry_mmap,"addr=0x0, len=4460, prot=1, flags=1, fd=4, offset=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 335 677,kernel_3,3,syscall_exit_mmap,"ret=0x7faf9d7ad000, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 461 322,kernel_3,3,syscall_entry_munmap,"addr=140392238075904, len=4460, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 463 541,kernel_3,3,syscall_exit_munmap,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 464 041,kernel_3,3,syscall_entry_close,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 464 370,kernel_3,3,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 473 070,kernel_3,3,syscall_entry_newlstat,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/cpu_voltage.php, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 474 930,kernel_3,3,syscall_exit_newlstat,"ret=0, statbuf=140723440902384, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 476 277,kernel_3,3,syscall_entry_open,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/cpu_voltage.php, flags=0, mode=438, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 478 398,kernel_3,3,syscall_exit_open,"ret=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 478 835,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 479 052,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 479 489,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 479 617,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 479 842,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 479 971,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 480 139,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 480 266,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 480 486,kernel_3,3,syscall_entry_mmap,"addr=0x0, len=1242, prot=1, flags=1, fd=4, offset=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 481 857,kernel_3,3,syscall_exit_mmap,"ret=0x7faf9d7ae000, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 506 965,kernel_3,3,syscall_entry_munmap,"addr=140392238080000, len=1242, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 508 665,kernel_3,3,syscall_exit_munmap,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 509 130,kernel_3,3,syscall_entry_close,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 509 413,kernel_3,3,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 517 067,kernel_3,3,syscall_entry_newlstat,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/gpu_fanspeed.php, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 518 749,kernel_3,3,syscall_exit_newlstat,"ret=0, statbuf=140723440902384, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 519 947,kernel_3,3,syscall_entry_open,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/gpu_fanspeed.php, flags=0, mode=438, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 522 040,kernel_3,3,syscall_exit_open,"ret=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 522 395,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 522 559,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 522 913,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 523 042,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 523 246,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 523 380,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 523 547,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 523 679,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 523 873,kernel_3,3,syscall_entry_mmap,"addr=0x0, len=1565, prot=1, flags=1, fd=4, offset=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 525 083,kernel_3,3,syscall_exit_mmap,"ret=0x7faf9d7ae000, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 549 506,kernel_3,3,syscall_entry_munmap,"addr=140392238080000, len=1565, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 551 130,kernel_3,3,syscall_exit_munmap,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 551 623,kernel_3,3,syscall_entry_close,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 551 896,kernel_3,3,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 559 196,kernel_3,3,syscall_entry_newlstat,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/gpu_freq.php, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 560 909,kernel_3,3,syscall_exit_newlstat,"ret=0, statbuf=140723440902384, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 562 085,kernel_3,3,syscall_entry_open,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/gpu_freq.php, flags=0, mode=438, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 564 179,kernel_3,3,syscall_exit_open,"ret=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 564 554,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 564 720,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 565 090,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 565 226,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 565 446,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 565 577,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 565 741,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 565 878,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 566 061,kernel_3,3,syscall_entry_mmap,"addr=0x0, len=5010, prot=1, flags=1, fd=4, offset=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 567 199,kernel_3,3,syscall_exit_mmap,"ret=0x7faf9d7ad000, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[arch/x86/kernel:0]
09:32:47.853 700 874,kernel_3,3,syscall_entry_munmap,"addr=140392238075904, len=5010, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 703 286,kernel_3,3,syscall_exit_munmap,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[mm/mmap.c:0]
09:32:47.853 703 826,kernel_3,3,syscall_entry_close,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 704 141,kernel_3,3,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 712 560,kernel_3,3,syscall_entry_newlstat,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/gpu_power.php, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 714 456,kernel_3,3,syscall_exit_newlstat,"ret=0, statbuf=140723440902384, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 715 718,kernel_3,3,syscall_entry_open,"filename=/usr/share/phoronix-test-suite/pts-core/objects/phodevi/sensors/gpu_power.php, flags=0, mode=438, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 717 883,kernel_3,3,syscall_exit_open,"ret=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/open.c:0]
09:32:47.853 718 336,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 718 554,kernel_3,3,syscall_exit_newfstat,"ret=0, statbuf=140392237855792, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
09:32:47.853 719 008,kernel_3,3,syscall_entry_newfstat,"fd=4, context.packet_seq_num=0, context.cpu_id=3",5130.0,20.0,5130.0,[fs/stat.c:0]
